,r_fighter,b_fighter,date_of_fight,location,winner,weight_class,b_wins,b_losses,b_win_by_decision_majority,b_win_by_decision_split,b_win_by_decision_unanimous,b_win_by_ko/tko,b_win_by_submission,b_win_by_tko_doctor_stoppage,b_stance,b_height_cms,b_Reach_cms,b_weight_lbs,r_wins,r_losses,r_win_by_decision_majority,r_win_by_decision_split,r_win_by_decision_unanimous,r_win_by_ko/tko,r_win_by_submission,r_win_by_tko_doctor_stoppage,r_stance,r_height_cms,r_Reach_cms,r_weight_lbs,b_age,r_age,Blue Total Wins,Red total Wins
4865,George Sotiropoulos,George Roop,8/8/2009,"Philadelphia, Pennsylvania, USA",Red,Lightweight,1,1,0,1,0,0,0,0,Orthodox,185.42,182.88,135,2,0,0,0,0,1,1,0,Orthodox,177.8,180.34,155,27,32,,
4866,Jim Miller,Mac Danzig,7/11/2009,"Las Vegas, Nevada, USA",Red,Lightweight,2,2,0,0,0,0,2,0,Orthodox,172.72,177.8,155,2,1,0,0,1,0,1,0,Southpaw,172.72,180.34,155,29,25,,
4867,Jon Fitch,Paulo Thiago,7/11/2009,"Las Vegas, Nevada, USA",Red,Welterweight,1,0,0,0,0,1,0,0,Orthodox,180.34,187.96,170,9,1,0,1,4,1,3,0,Orthodox,182.88,187.96,170,28,31,,
4868,Brock Lesnar,Frank Mir,7/11/2009,"Las Vegas, Nevada, USA",Red,Heavyweight,10,3,0,0,1,2,6,0,Southpaw,190.5,200.66,264,2,1,0,0,1,1,0,0,Orthodox,190.5,205.74,265,30,31,,
4869,Mark Coleman,Stephan Bonnar,7/11/2009,"Las Vegas, Nevada, USA",Red,LightHeavyweight,5,4,0,0,2,1,2,0,Orthodox,193.04,200.66,205,6,4,0,0,0,3,3,0,Orthodox,185.42,190.5,205,32,44,,
4870,Georges St-Pierre,Thiago Alves,7/11/2009,"Las Vegas, Nevada, USA",Red,Welterweight,9,2,0,0,2,6,0,1,Orthodox,175.26,177.8,170,12,2,0,1,4,5,2,0,Orthodox,180.34,193.04,185,25,28,,
4871,Yoshihiro Akiyama,Alan Belcher,7/11/2009,"Las Vegas, Nevada, USA",Red,Middleweight,5,3,0,1,0,1,2,1,Orthodox,187.96,190.5,185,0,0,0,0,0,0,0,0,Orthodox,177.8,190.5,170,25,33,,
4872,Dan Henderson,Michael Bisping,7/11/2009,"Las Vegas, Nevada, USA",Red,Middleweight,7,1,0,1,1,5,0,0,Orthodox,185.42,190.5,185,4,2,0,2,2,0,0,0,Orthodox,180.34,187.96,185,30,38,,
4873,Jon Jones,Jake O'Brien,7/11/2009,"Las Vegas, Nevada, USA",Red,LightHeavyweight,4,2,0,1,2,1,0,0,Orthodox,190.5,193.04,205,2,0,0,0,2,0,0,0,Orthodox,193.04,213.36,205,24,21,,
4874,Tom Lawlor,CB Dollaway,7/11/2009,"Las Vegas, Nevada, USA",Red,Middleweight,2,1,0,0,0,1,1,0,Orthodox,187.96,193.04,185,1,0,0,0,1,0,0,0,Southpaw,182.88,187.96,205,25,26,,
4875,Dong Hyun Kim,TJ Grant,7/11/2009,"Las Vegas, Nevada, USA",Red,Welterweight,1,0,0,1,0,0,0,0,Orthodox,177.8,182.88,155,2,1,0,1,0,1,0,0,Southpaw,187.96,193.04,170,25,27,,
4876,Shannon Gugerty,Matt Grice,7/11/2009,"Las Vegas, Nevada, USA",Red,Lightweight,1,2,0,1,0,0,0,0,Orthodox,172.72,177.8,145,1,1,0,0,0,0,1,0,Orthodox,177.8,180.34,155,27,27,,
4877,Diego Sanchez,Clay Guida,6/20/2009,"Las Vegas, Nevada, USA",Red,Lightweight,5,3,0,2,1,1,1,0,Orthodox,170.18,177.8,155,9,2,0,0,4,5,0,0,Southpaw,177.8,182.88,170,27,27,,
4878,Ross Pearson,Andre Winner,6/20/2009,"Las Vegas, Nevada, USA",Red,Lightweight,0,0,0,0,0,0,0,0,Orthodox,180.34,185.42,155,0,0,0,0,0,0,0,0,Orthodox,172.72,175.26,155,27,24,,
4880,Chris Lytle,Kevin Burns,6/20/2009,"Las Vegas, Nevada, USA",Red,Welterweight,2,1,0,0,0,1,1,0,Orthodox,177.8,187.96,170,5,9,0,0,1,1,3,0,Orthodox,180.34,172.72,170,29,34,,
4881,Brad Blackburn,Edgar Garcia,6/20/2009,"Las Vegas, Nevada, USA",Red,Welterweight,0,0,0,0,0,0,0,0,Orthodox,177.8,180.34,170,2,0,0,0,1,1,0,0,Orthodox,177.8,185.42,170,25,32,,
4882,Melvin Guillard,Gleison Tibau,6/20/2009,"Las Vegas, Nevada, USA",Red,Lightweight,5,3,0,0,3,0,2,0,Southpaw,177.8,180.34,155,4,3,0,0,0,3,0,1,Orthodox,175.26,180.34,155,25,26,,
4883,Joe Stevenson,Nate Diaz,6/20/2009,"Las Vegas, Nevada, USA",Red,Lightweight,5,1,0,1,0,0,4,0,Southpaw,182.88,193.04,170,6,4,0,0,2,0,3,1,Orthodox,170.18,177.8,145,24,27,,
4886,James Wilks,DaMarques Johnson,6/20/2009,"Las Vegas, Nevada, USA",Red,Welterweight,0,0,0,0,0,0,0,0,Orthodox,185.42,190.5,170,0,0,0,0,0,0,0,0,Orthodox,185.42,190.5,170,26,31,,
4887,Mirko Filipovic,Mostapha Al-Turk,6/13/2009,"Cologne, North Rhine-Westphalia, Germany",Red,Heavyweight,0,1,0,0,0,0,0,0,Orthodox,187.96,195.58,245,1,2,0,0,0,1,0,0,Southpaw,187.96,185.42,230,35,34,,
4888,Spencer Fisher,Caol Uno,6/13/2009,"Cologne, North Rhine-Westphalia, Germany",Red,Lightweight,3,4,0,0,2,1,0,0,Southpaw,170.18,177.8,155,7,3,0,0,2,2,2,1,Southpaw,170.18,172.72,155,34,33,,
4889,Rich Franklin,Wanderlei Silva,6/13/2009,"Cologne, North Rhine-Westphalia, Germany",Red,CatchWeight,2,4,0,0,0,2,0,0,Orthodox,180.34,187.96,205,11,3,0,0,2,7,1,1,Southpaw,185.42,193.04,185,32,34,,
4890,Dan Hardy,Marcus Davis,6/13/2009,"Cologne, North Rhine-Westphalia, Germany",Red,Welterweight,8,2,0,1,1,2,4,0,Southpaw,177.8,177.8,170,2,0,0,1,0,1,0,0,Orthodox,182.88,187.96,170,35,27,,
4891,Mike Swick,Ben Saunders,6/13/2009,"Cologne, North Rhine-Westphalia, Germany",Red,Welterweight,3,0,0,0,1,1,1,0,Orthodox,187.96,195.58,170,8,1,1,0,2,3,2,0,Orthodox,185.42,195.58,170,26,29,,
4892,Terry Etim,Justin Buchholz,6/13/2009,"Cologne, North Rhine-Westphalia, Germany",Red,Lightweight,1,1,0,0,0,0,1,0,Orthodox,182.88,185.42,155,3,2,0,0,1,1,1,0,Orthodox,185.42,185.42,155,25,23,,
4893,Dennis Siver,Dale Hartt,6/13/2009,"Cologne, North Rhine-Westphalia, Germany",Red,Lightweight,1,1,0,0,0,1,0,0,Orthodox,177.8,175.26,155,2,3,0,0,0,2,0,0,Orthodox,167.64,177.8,145,30,30,,
4894,Cain Velasquez,Cheick Kongo,6/13/2009,"Cologne, North Rhine-Westphalia, Germany",Red,Heavyweight,7,2,1,0,1,4,0,1,Orthodox,193.04,208.28,240,3,0,0,0,0,3,0,0,Orthodox,185.42,195.58,240,34,26,,
4895,Paul Kelly,Rolando Delgado,6/13/2009,"Cologne, North Rhine-Westphalia, Germany",Red,Lightweight,1,0,0,0,0,0,1,0,Orthodox,190.5,195.58,155,2,1,0,0,2,0,0,0,Orthodox,175.26,177.8,155,27,24,,
